GEO_LON,GEO_LAT,MONTH,WEEKDAY,TIME,ROAD_CONDITION,LIGHT_CONDITION,HUMAN_FACTOR,TU1_DRIVER_ACTION,ROAD_DESCRIPTION,BICYCLE_IND,PEDESTRIAN_IND,INJURY_YN
-104.98886172600001,39.729089893200005,11,1,15,DRY,DAY LIGHT,OTHER,UNKOWN_DRIVER_ACTION,AT INTERSECTION,0.0,1.0,1
-105.025059626,39.6786347781,3,1,5,DRY,DARK-LIGHTED,OTHER,UNKOWN_DRIVER_ACTION,INTERSECTION RELATED,0.0,1.0,1
-104.989563048,39.7802671825,9,2,21,DRY,DARK-LIGHTED,DRIVER UNFAMILIAR WITH AREA,CARELESS DRIVING,HIGHWAY INTERCHANGE,0.0,0.0,1
-104.846937985,39.776246213200004,9,2,14,DRY,DAY LIGHT,OTHER,FOLLOWED TOO CLOSELY,NON INTERSECTION,0.0,0.0,1
-104.976639443,39.747986764000004,8,5,12,DRY,DAY LIGHT,OTHER,CARELESS DRIVING,PARKING LOT,0.0,0.0,1
-104.96941726200001,39.7398888314,1,1,20,DRY,DARK-LIGHTED,OTHER,UNKOWN_DRIVER_ACTION,NON INTERSECTION,0.0,1.0,1
-104.935518497,39.6673975979,10,1,15,DRY,DAY LIGHT,OTHER,UNKOWN_DRIVER_ACTION,NON INTERSECTION,0.0,1.0,1
-104.833834548,39.7728675045,7,3,4,DRY,DARK-LIGHTED,DISTRACTED,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.844268885,39.7816477665,1,1,19,DRY,DARK-LIGHTED,AGGRESSIVE DRIVING,CARELESS DRIVING,AT INTERSECTION,0.0,0.0,1
-105.03555397,39.7523162002,3,0,6,DRY,DARK-UNLIGHTED,DUI/DWAI/DUID,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-105.008655554,39.7112008483,12,5,17,DRY,DARK-LIGHTED,DRIVER INEXPERIENCE,FAILED TO YIELD ROW,AT INTERSECTION,0.0,0.0,1
-104.95698473,39.779959472399995,7,4,16,DRY,DAY LIGHT,DRIVER INEXPERIENCE,CARELESS DRIVING,AT INTERSECTION,0.0,0.0,1
-104.998901983,39.7112036253,5,3,8,DRY,DAY LIGHT,DISTRACTED,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-105.002489493,39.747654150500004,11,5,23,DRY,DARK-LIGHTED,OTHER,UNKOWN_DRIVER_ACTION,INTERSECTION RELATED,0.0,1.0,1
-105.053243761,39.7836747908,10,1,13,DRY,DAY LIGHT,AGGRESSIVE DRIVING,RECKLESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.97641439,39.7290681016,10,4,14,DRY,DAY LIGHT,OTHER,DISREGARD STOP SIGN,AT INTERSECTION,0.0,0.0,1
-104.90284739200001,39.7852399858,7,4,17,DRY,DAY LIGHT,OTHER,FAILED TO YIELD ROW,INTERSECTION RELATED,0.0,0.0,1
-104.93111398299999,39.6892759271,2,2,7,DRY,DAY LIGHT,DISTRACTED,FOLLOWED TOO CLOSELY,NON INTERSECTION,0.0,0.0,1
-104.846229595,39.7785757498,1,3,20,ICY,DARK-LIGHTED,OTHER,UNKOWN_DRIVER_ACTION,NON INTERSECTION,0.0,2.0,1
-104.94069416100001,39.6856843274,6,4,0,DRY,DARK-LIGHTED,DRIVER FATIGUE,RECKLESS DRIVING,NON INTERSECTION,0.0,0.0,1
-105.03907958799999,39.7586496105,3,2,22,DRY,DARK-LIGHTED,DUI/DWAI/DUID,RECKLESS DRIVING,INTERSECTION RELATED,0.0,0.0,1
-104.892343653,39.631294817,1,2,19,WET,DARK-LIGHTED,OTHER,UNKOWN_DRIVER_ACTION,AT INTERSECTION,0.0,0.0,1
-105.02508589799999,39.7031093213,4,3,21,DRY,DARK-UNLIGHTED,OTHER,EXCEED SAFE/POSTED SPEED,AT INTERSECTION,0.0,1.0,1
-105.03112108799999,39.7030566686,11,2,7,ICY,DAY LIGHT,AGGRESSIVE DRIVING,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.98560537700001,39.7498820896,5,3,9,DRY,DAY LIGHT,EVADING LAW ENFORCEMENT OFFICER,CARELESS DRIVING,NON INTERSECTION,1.0,0.0,1
-104.999045084,39.7807718503,3,6,2,DRY,DARK-LIGHTED,OTHER,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.93014863,39.7434003588,3,1,9,DRY,DAY LIGHT,ILLNESS/MEDICAL,OTHER,NON INTERSECTION,0.0,0.0,1
-105.014161625,39.7404389599,5,3,6,DRY,DAY LIGHT,OTHER,FOLLOWED TOO CLOSELY,HIGHWAY INTERCHANGE,0.0,0.0,1
-104.86328333799999,39.7824411826,7,2,6,DRY,DAY LIGHT,DISTRACTED,FAILED TO YIELD ROW,DRIVEWAY ACCESS RELATED,0.0,0.0,1
-104.99720632200001,39.7469398925,12,5,15,DRY,DAY LIGHT,OTHER,IMPROPER TURN,DRIVEWAY ACCESS RELATED,1.0,0.0,1
-105.05217760299999,39.6548266414,9,5,7,DRY,DAY LIGHT,DISTRACTED,CARELESS DRIVING,PARKING LOT,0.0,1.0,1
-104.993516835,39.733864841199996,12,1,11,DRY,DAY LIGHT,DRIVER INEXPERIENCE,CARELESS DRIVING,AT INTERSECTION,0.0,0.0,1
-105.004333733,39.760948943,3,6,2,DRY,DARK-LIGHTED,DUI/DWAI/DUID,OTHER IMPROPER TURNS,HIGHWAY INTERCHANGE,0.0,0.0,1
-104.99497053399999,39.7680165722,10,4,19,DRY,DARK-LIGHTED,OTHER,UNKOWN_DRIVER_ACTION,NON INTERSECTION,0.0,0.0,1
-104.940621041,39.7510357818,7,3,7,DRY,DAY LIGHT,OTHER,OTHER,AT INTERSECTION,1.0,0.0,1
-104.976480129,39.7650395643,7,2,7,DRY,DAY LIGHT,OTHER,UNKOWN_DRIVER_ACTION,ALLEY RELATED,0.0,1.0,1
-104.987109483,39.6891381784,9,5,11,DRY,DAY LIGHT,DRIVER EMOTIONALLY UPSET,CARELESS DRIVING,ALLEY RELATED,0.0,1.0,1
-104.84171341700001,39.7805903106,4,4,7,DRY,DAY LIGHT,AGGRESSIVE DRIVING,CARELESS DRIVING,AT INTERSECTION,0.0,1.0,1
-104.951276101,39.7401680108,9,3,8,DRY,DAY LIGHT,OTHER,OTHER,AT INTERSECTION,0.0,0.0,1
-104.981297991,39.7783176375,4,3,17,DRY,DAY LIGHT,OTHER,UNKOWN_DRIVER_ACTION,NON INTERSECTION,0.0,1.0,1
-105.0408456,39.7692393915,10,3,10,DRY,DAY LIGHT,OTHER,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.942560692,39.711496421,8,2,14,DRY,DAY LIGHT,OTHER,OTHER,AT INTERSECTION,0.0,0.0,1
-105.01223395299999,39.7338396011,6,0,10,DRY,DAY LIGHT,OTHER,CARELESS DRIVING,PARKING LOT,0.0,1.0,1
-104.998901983,39.7112036253,10,5,2,DRY,DARK-LIGHTED,AGGRESSIVE DRIVING,CARELESS DRIVING,HIGHWAY INTERCHANGE,0.0,0.0,1
-104.992178299,39.6893962759,12,1,21,DRY,DARK-LIGHTED,DUI/DWAI/DUID,EXCEED SAFE/POSTED SPEED,NON INTERSECTION,0.0,0.0,1
-104.912701429,39.670445710900005,5,1,19,DRY,DAWN OR DUSK,DRIVER INEXPERIENCE,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.917613069,39.7738196238,12,5,22,SNOWY,DARK-LIGHTED,DUI/DWAI/DUID,CARELESS DRIVING,AT INTERSECTION,0.0,0.0,1
-104.91262183799999,39.761905138,9,3,18,DRY,DAWN OR DUSK,AGGRESSIVE DRIVING,FAILED TO YIELD ROW,AT INTERSECTION,0.0,0.0,1
-104.895246394,39.7386991972,9,3,18,DRY,DAY LIGHT,OTHER,DISREGARD STOP SIGN,AT INTERSECTION,0.0,0.0,1
-104.845325,39.7817167842,6,2,18,DRY,DAY LIGHT,DRIVER INEXPERIENCE,FAILED TO YIELD ROW,DRIVEWAY ACCESS RELATED,0.0,0.0,1
-105.003279237,39.7692104132,12,4,12,DRY,DAY LIGHT,OTHER,FOLLOWED TOO CLOSELY,NON INTERSECTION,0.0,0.0,1
-105.025059626,39.6786347781,4,0,6,WET,DAY LIGHT,OTHER,CARELESS DRIVING,AT INTERSECTION,0.0,1.0,1
-104.865793412,39.768503346799996,11,6,23,DRY,DARK-UNLIGHTED,OTHER,RECKLESS DRIVING,INTERSECTION RELATED,0.0,0.0,1
-104.80163085299999,39.7728291196,10,2,11,DRY,DAY LIGHT,OTHER,FAILED TO STOP AT SIGNAL,AT INTERSECTION,0.0,0.0,1
-105.015860545,39.763226052600004,2,4,18,DRY,DARK-LIGHTED,DISTRACTED,FAILED TO YIELD ROW,AT INTERSECTION,0.0,0.0,1
-104.984579869,39.739890336,11,2,8,DRY,DAY LIGHT,OTHER,CARELESS DRIVING,INTERSECTION RELATED,0.0,1.0,1
-104.98955709100001,39.7801079336,4,2,20,DRY,DARK-LIGHTED,DRIVER INEXPERIENCE,CARELESS DRIVING,HIGHWAY INTERCHANGE,0.0,0.0,1
-104.99480278,39.7443984689,6,1,17,DRY,DAY LIGHT,DISTRACTED,FOLLOWED TOO CLOSELY,NON INTERSECTION,0.0,0.0,1
-104.966513748,39.7854770171,2,5,18,DRY,DARK-UNLIGHTED,OTHER,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.956272095,39.7401884565,2,2,10,DRY,DAWN OR DUSK,OTHER,FAILED TO STOP AT SIGNAL,AT INTERSECTION,0.0,1.0,1
-104.865743241,39.7756215302,3,1,9,DRY,DAY LIGHT,DISTRACTED,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.936736241,39.6856379802,5,3,16,DRY,DAY LIGHT,PHYSICAL DISABILITY,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.84703711899999,39.774006631999995,6,0,0,DRY,DARK-LIGHTED,OTHER,UNKOWN_DRIVER_ACTION,NON INTERSECTION,0.0,1.0,1
-104.940608287,39.754417885100004,12,0,4,ICY,DARK-LIGHTED,DUI/DWAI/DUID,CARELESS DRIVING,INTERSECTION RELATED,0.0,0.0,1
-104.897215581,39.7983691815,10,2,14,DRY,DAY LIGHT,OTHER,CARELESS DRIVING,AT INTERSECTION,0.0,0.0,1
-104.978623975,39.7360179729,3,0,17,DRY,DAY LIGHT,DISTRACTED,UNKOWN_DRIVER_ACTION,AT INTERSECTION,1.0,0.0,1
-105.031104072,39.6779452572,11,5,23,DRY,DARK-LIGHTED,DUI/DWAI/DUID,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.772124428,39.7836973654,9,1,17,DRY,DAY LIGHT,OTHER,FOLLOWED TOO CLOSELY,NON INTERSECTION,0.0,0.0,1
-104.98636913799999,39.711157801,3,1,16,DRY,DAY LIGHT,OTHER,UNKOWN_DRIVER_ACTION,INTERSECTION RELATED,0.0,1.0,1
-104.893793428,39.635683945100006,8,0,15,DRY,DAY LIGHT,OTHER,CARELESS DRIVING,AT INTERSECTION,0.0,0.0,1
-104.92226609999999,39.6784710758,5,2,5,DRY,DARK-LIGHTED,OTHER,UNKOWN_DRIVER_ACTION,AT INTERSECTION,0.0,1.0,1
-104.972116878,39.762008543600004,9,3,20,DRY,DARK-LIGHTED,OTHER,FAILED TO STOP AT SIGNAL,AT INTERSECTION,0.0,0.0,1
-104.766123375,39.8018858896,7,2,20,DRY,DAY LIGHT,OTHER,OTHER,DRIVEWAY ACCESS RELATED,1.0,0.0,1
-104.948370971,39.7401544279,5,2,0,WET,DARK-LIGHTED,OTHER,UNKOWN_DRIVER_ACTION,AT INTERSECTION,0.0,1.0,1
-105.00014874200001,39.7457527487,6,6,1,DRY,DARK-LIGHTED,DUI/DWAI/DUID,CARELESS DRIVING,AT INTERSECTION,0.0,0.0,1
-105.005210421,39.7415601638,9,3,17,DRY,DAY LIGHT,DISTRACTED,CARELESS DRIVING,NON INTERSECTION,0.0,1.0,1
-105.00005313700001,39.7147664226,6,5,2,DRY,DARK-LIGHTED,OTHER,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-105.05320333799999,39.6822865595,9,3,16,DRY,DAY LIGHT,DISTRACTED,CARELESS DRIVING,INTERSECTION RELATED,0.0,0.0,1
-104.84703883600001,39.7742043002,3,4,15,DRY,DAY LIGHT,OTHER,OTHER,NON INTERSECTION,0.0,0.0,1
-104.811543316,39.780357369899995,9,3,16,DRY,DAY LIGHT,AGGRESSIVE DRIVING,FOLLOWED TOO CLOSELY,INTERSECTION RELATED,0.0,0.0,1
-105.053243761,39.7836747908,12,5,20,SNOWY,DARK-LIGHTED,DUI/DWAI/DUID,FAILED TO STOP AT SIGNAL,HIGHWAY INTERCHANGE,0.0,0.0,1
-104.89464241299999,39.624105519000004,4,5,15,DRY,DAY LIGHT,OTHER,FAILED TO STOP AT SIGNAL,AT INTERSECTION,0.0,0.0,1
-105.02521826200001,39.7439540974,8,2,21,DRY,DARK-LIGHTED,OTHER,UNKOWN_DRIVER_ACTION,AT INTERSECTION,0.0,1.0,1
-104.91289850700001,39.689359344,12,4,10,DRY,DAY LIGHT,DRIVER UNFAMILIAR WITH AREA,FAILED TO YIELD ROW,AT INTERSECTION,0.0,0.0,1
-104.984761567,39.7601730959,10,5,2,DRY,DARK-LIGHTED,OTHER,UNKOWN_DRIVER_ACTION,NON INTERSECTION,0.0,3.0,1
-104.80979844299999,39.7837540217,9,3,14,DRY,DAY LIGHT,OTHER,CARELESS DRIVING,INTERSECTION RELATED,0.0,0.0,1
-105.02513632700001,39.7255934243,9,1,5,DRY,DARK-LIGHTED,DISTRACTED,FOLLOWED TOO CLOSELY,HIGHWAY INTERCHANGE,0.0,0.0,1
-104.96846334,39.7400108087,9,2,14,DRY,DAY LIGHT,OTHER,OTHER,AT INTERSECTION,0.0,0.0,1
-104.996829439,39.744945223,9,2,14,DRY,DAY LIGHT,OTHER,CARELESS DRIVING,NON INTERSECTION,0.0,1.0,1
-104.98955709100001,39.7801079336,11,6,22,WET,DARK-LIGHTED,DRIVER INEXPERIENCE,CARELESS DRIVING,HIGHWAY INTERCHANGE,0.0,0.0,1
-104.890424736,39.7538172782,6,4,21,DRY,DARK-LIGHTED,DRIVER UNFAMILIAR WITH AREA,DISREGARD STOP SIGN,AT INTERSECTION,0.0,0.0,1
-104.922276807,39.7837968403,3,0,7,DRY,DAY LIGHT,OTHER,UNKOWN_DRIVER_ACTION,AT INTERSECTION,0.0,1.0,1
-104.898753962,39.7356287242,8,2,17,DRY,DAY LIGHT,DUI/DWAI/DUID,DISREGARD STOP SIGN,AT INTERSECTION,0.0,0.0,1
-104.974754494,39.7432482765,9,3,13,DRY,DAY LIGHT,OTHER,LANE VIOLATION,NON INTERSECTION,0.0,0.0,1
-104.973232164,39.7181962895,8,2,19,DRY,DAWN OR DUSK,DUI/DWAI/DUID,CARELESS DRIVING,AT INTERSECTION,0.0,1.0,1
-104.992601667,39.7551888387,2,0,18,DRY,DARK-LIGHTED,DUI/DWAI/DUID,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-105.025139167,39.6637252192,10,2,14,DRY,DAY LIGHT,PHYSICAL DISABILITY,IMPROPER PASSING ON LEFT,NON INTERSECTION,0.0,0.0,1
-104.88879119200001,39.737205351,9,4,2,DRY,DARK-LIGHTED,DUI/DWAI/DUID,IMPROPER TURN,NON INTERSECTION,0.0,0.0,1
-104.996162828,39.709528274899995,7,4,19,DRY,DAWN OR DUSK,OTHER,UNKOWN_DRIVER_ACTION,AT INTERSECTION,1.0,0.0,1
-105.02460923,39.6905805728,4,4,21,DRY,DARK-LIGHTED,OTHER,UNKOWN_DRIVER_ACTION,NON INTERSECTION,0.0,1.0,1
-104.96450199700001,39.752118685300005,3,5,15,DRY,DAY LIGHT,OTHER,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.977546825,39.7469640678,9,3,19,DRY,DARK-LIGHTED,OTHER,FAILED TO YIELD ROW,AT INTERSECTION,0.0,1.0,1
-105.03248216,39.725482836,10,2,8,DRY,DAY LIGHT,DRIVER UNFAMILIAR WITH AREA,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-105.025059626,39.6786347781,11,1,18,DRY,DARK-LIGHTED,OTHER,UNKOWN_DRIVER_ACTION,AT INTERSECTION,0.0,1.0,1
-104.946462825,39.667435918,10,2,14,DRY,DAY LIGHT,OTHER,FAILED TO YIELD ROW,AT INTERSECTION,1.0,0.0,1
-104.931671208,39.7797549044,3,5,17,DRY,DAY LIGHT,OTHER,FAILED TO STOP AT SIGNAL,AT INTERSECTION,0.0,0.0,1
-104.812702281,39.7840839668,5,3,20,DRY,DAWN OR DUSK,OTHER,RECKLESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.88003663100001,39.7770373466,6,2,7,DRY,DAY LIGHT,AGGRESSIVE DRIVING,CARELESS DRIVING,HIGHWAY INTERCHANGE,0.0,0.0,1
-104.875658284,39.6530496018,8,2,17,DRY,DAY LIGHT,AGGRESSIVE DRIVING,FAILED TO YIELD ROW,AT INTERSECTION,0.0,0.0,1
-105.02507026,39.6949172772,3,0,12,DRY,DAY LIGHT,AGGRESSIVE DRIVING,FAILED TO YIELD ROW,AT INTERSECTION,0.0,0.0,1
-105.03698452100001,39.7403442979,3,4,21,DRY,DARK-LIGHTED,OTHER,UNKOWN_DRIVER_ACTION,NON INTERSECTION,0.0,1.0,1
-105.02515185899999,39.7380048504,5,5,21,DRY,DARK-LIGHTED,OTHER,UNKOWN_DRIVER_ACTION,INTERSECTION RELATED,0.0,1.0,1
-105.02654647600001,39.6947036054,7,3,11,DRY,DAY LIGHT,OTHER,UNKOWN_DRIVER_ACTION,NON INTERSECTION,0.0,1.0,1
-105.025062783,39.691296186100004,8,3,21,DRY,DARK-LIGHTED,OTHER,UNKOWN_DRIVER_ACTION,AT INTERSECTION,0.0,1.0,1
-104.946559432,39.7115098132,11,2,3,DRY,DARK-LIGHTED,DUI/DWAI/DUID,CARELESS DRIVING,INTERSECTION RELATED,0.0,0.0,1
-105.03457631799999,39.7833334525,9,0,6,DRY,DAY LIGHT,OTHER,FOLLOWED TOO CLOSELY,NON INTERSECTION,0.0,0.0,1
-104.976302139,39.7736286268,9,3,13,DRY,DAY LIGHT,OTHER,UNKOWN_DRIVER_ACTION,AT INTERSECTION,1.0,0.0,1
-104.88704774700001,39.7328532312,10,2,14,WET,DAY LIGHT,AGGRESSIVE DRIVING,FOLLOWED TOO CLOSELY,AT INTERSECTION,0.0,0.0,1
-104.97542839399999,39.7729603899,3,1,7,DRY,DAY LIGHT,OTHER,CARELESS DRIVING,AT INTERSECTION,0.0,1.0,1
-105.05319443399999,39.6931744194,12,3,12,DRY,DAY LIGHT,DUI/DWAI/DUID,FAILED TO STOP AT SIGNAL,AT INTERSECTION,0.0,0.0,1
-105.05325292399999,39.711340254899994,11,1,17,DRY,DARK-LIGHTED,DUI/DWAI/DUID,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.900782505,39.7832858674,11,2,4,DRY,DARK-LIGHTED,OTHER,RECKLESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.94058434700001,39.7618766355,7,2,22,DRY,DARK-LIGHTED,DUI/DWAI/DUID,FAILED TO YIELD ROW,AT INTERSECTION,0.0,0.0,1
-104.902746832,39.7619652574,11,2,11,DRY,DAY LIGHT,DRIVER INEXPERIENCE,FAILED TO STOP AT SIGNAL,AT INTERSECTION,0.0,0.0,1
-104.93164062700001,39.780454792,7,5,7,DRY,DAY LIGHT,OTHER,CARELESS DRIVING,AT INTERSECTION,0.0,0.0,1
-104.99786260100001,39.7431954138,7,6,2,DRY,DARK-LIGHTED,DUI/DWAI/DUID,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.986131878,39.733846546799995,4,0,12,DRY,DAY LIGHT,OTHER,FAILED TO STOP AT SIGNAL,AT INTERSECTION,1.0,0.0,1
-105.012497285,39.755294888899996,10,2,0,DRY,DARK-LIGHTED,OTHER,UNKOWN_DRIVER_ACTION,NON INTERSECTION,0.0,1.0,1
-105.027537453,39.7111409432,2,1,18,DRY,DARK-LIGHTED,OTHER,FAILED TO YIELD ROW,AT INTERSECTION,0.0,1.0,1
-104.99232915799999,39.6921202801,2,5,2,DRY,DARK-LIGHTED,DUI/DWAI/DUID,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.97754630799999,39.764217982699996,1,6,11,DRY,DAY LIGHT,ILLNESS/MEDICAL,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.74684541,39.833814832600005,2,5,16,ICY,DAY LIGHT,OTHER,CARELESS DRIVING,HIGHWAY INTERCHANGE,0.0,0.0,1
-105.018611367,39.6822378663,9,5,1,DRY,DARK-LIGHTED,DUI/DWAI/DUID,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-105.023523855,39.7138425892,11,1,18,DRY,DARK-LIGHTED,DUI/DWAI/DUID,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.863212584,39.7878791299,9,2,14,DRY,DAY LIGHT,DISTRACTED,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.990249745,39.735256312,4,2,7,DRY,DAY LIGHT,AGGRESSIVE DRIVING,FAILED TO STOP AT SIGNAL,AT INTERSECTION,1.0,0.0,1
-105.02508982399999,39.706730382800004,9,0,20,DRY,DARK-LIGHTED,OTHER,IMPEDED TRAFFIC,NON INTERSECTION,0.0,1.0,1
-104.982886611,39.7510671074,5,5,2,DRY,DARK-LIGHTED,OTHER,UNKOWN_DRIVER_ACTION,AT INTERSECTION,0.0,1.0,1
-104.9867683,39.7338520698,1,6,3,DRY,DARK-LIGHTED,OTHER,UNKOWN_DRIVER_ACTION,AT INTERSECTION,0.0,1.0,1
-104.97341891399999,39.6900000924,5,3,19,WET,DAY LIGHT,DISTRACTED,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.90356828200001,39.7783009274,1,6,2,DRY,DARK-LIGHTED,OTHER,EXCEED SAFE/POSTED SPEED,AT INTERSECTION,0.0,0.0,1
-104.939594011,39.6966411688,3,2,19,DRY,DARK-LIGHTED,OTHER,UNKOWN_DRIVER_ACTION,NON INTERSECTION,0.0,1.0,1
-105.00348529899999,39.7476501203,10,0,2,DRY,DARK-LIGHTED,AGGRESSIVE DRIVING,RECKLESS DRIVING,AT INTERSECTION,0.0,0.0,1
-104.974764705,39.7461583029,8,5,11,DRY,DAY LIGHT,OTHER,CARELESS DRIVING,AT INTERSECTION,0.0,1.0,1
-105.07334843,39.661334975500004,9,4,7,DRY,DAY LIGHT,DISTRACTED,IMPROPER TURN,NON INTERSECTION,0.0,0.0,1
-105.02506083,39.6894842735,9,2,15,DRY,DAY LIGHT,OTHER,UNKOWN_DRIVER_ACTION,AT INTERSECTION,0.0,1.0,1
-105.02521826200001,39.7439540974,6,4,9,DRY,DAY LIGHT,OTHER,CARELESS DRIVING,AT INTERSECTION,1.0,0.0,1
-104.926903595,39.7401424284,8,3,11,DRY,DAY LIGHT,AGGRESSIVE DRIVING,CARELESS DRIVING,INTERSECTION RELATED,0.0,0.0,1
-104.92698394700001,39.7081107263,6,2,14,DRY,DAY LIGHT,DISTRACTED,CARELESS DRIVING,AT INTERSECTION,0.0,0.0,1
-104.885113388,39.6395757226,6,6,11,DRY,DAY LIGHT,OTHER,FOLLOWED TOO CLOSELY,NON INTERSECTION,0.0,0.0,1
-104.98272980600001,39.6971106042,12,4,7,DRY,DAY LIGHT,DISTRACTED,FOLLOWED TOO CLOSELY,HIGHWAY INTERCHANGE,0.0,0.0,1
-105.03225969,39.7183250113,8,6,18,DRY,DAY LIGHT,OTHER,UNKOWN_DRIVER_ACTION,NON INTERSECTION,0.0,0.0,1
-104.915703117,39.7396096671,7,3,16,DRY,DAY LIGHT,OTHER,CARELESS DRIVING,AT INTERSECTION,0.0,0.0,1
-104.97339125299999,39.7448344381,5,0,11,DRY,DAY LIGHT,OTHER,FAILED TO STOP AT SIGNAL,AT INTERSECTION,0.0,0.0,1
-105.024670102,39.6731974619,3,1,1,DRY,DARK-LIGHTED,OTHER,UNKOWN_DRIVER_ACTION,NON INTERSECTION,0.0,1.0,1
-104.833834548,39.7728675045,2,6,1,DRY,DARK-LIGHTED,DUI/DWAI/DUID,RECKLESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.99860201899999,39.7273144324,7,6,17,DRY,DAY LIGHT,AGGRESSIVE DRIVING,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-105.053231356,39.6968642449,8,5,20,DRY,DAWN OR DUSK,OTHER,FAILED TO STOP AT SIGNAL,AT INTERSECTION,0.0,0.0,1
-105.004333733,39.760948943,9,6,9,DRY,DAY LIGHT,DUI/DWAI/DUID,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.948370971,39.7401544279,1,5,0,DRY,DARK-LIGHTED,OTHER,UNKOWN_DRIVER_ACTION,AT INTERSECTION,0.0,1.0,1
-104.97915521700001,39.7793980339,6,4,2,DRY,DARK-LIGHTED,AGGRESSIVE DRIVING,FAILED TO STOP AT SIGNAL,AT INTERSECTION,0.0,0.0,1
-104.994951771,39.7656830387,9,6,14,DRY,DAY LIGHT,OTHER,FAILED TO YIELD ROW,AT INTERSECTION,0.0,0.0,1
-104.982861479,39.6749015325,1,6,13,DRY,DAY LIGHT,AGGRESSIVE DRIVING,OTHER,AT INTERSECTION,0.0,0.0,1
-104.98581435700001,39.7514532898,5,1,14,DRY,DAY LIGHT,OTHER,CARELESS DRIVING,AT INTERSECTION,0.0,0.0,1
-105.013966071,39.7404354071,11,3,14,DRY,DAY LIGHT,DISTRACTED,FAILED TO YIELD ROW,HIGHWAY INTERCHANGE,1.0,0.0,1
-104.86632668899999,39.6646372791,10,1,18,DRY,DAY LIGHT,DUI/DWAI/DUID,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.95232878200001,39.7110097196,7,5,22,DRY,DARK-LIGHTED,OTHER,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.986263048,39.7256469743,12,0,9,ICY,DAY LIGHT,OTHER,EXCEED SAFE/POSTED SPEED,AT INTERSECTION,0.0,0.0,1
-104.988103222,39.7550760214,6,3,8,DRY,DAY LIGHT,DISTRACTED,FAILED TO STOP AT SIGNAL,AT INTERSECTION,0.0,0.0,1
-104.974773551,39.7416533613,7,5,14,DRY,DAY LIGHT,OTHER,FAILED TO STOP AT SIGNAL,AT INTERSECTION,0.0,0.0,1
-105.053206805,39.7403521051,3,4,0,DRY,DARK-LIGHTED,DUI/DWAI/DUID,CARELESS DRIVING,AT INTERSECTION,0.0,0.0,1
-104.992946651,39.6966609446,4,6,0,WET,DARK-LIGHTED,OTHER,FAILED TO STOP AT SIGNAL,AT INTERSECTION,0.0,0.0,1
-104.92461089700001,39.7382973932,9,6,3,DRY,DARK-LIGHTED,DUI/DWAI/DUID,FAILED TO YIELD ROW,AT INTERSECTION,0.0,0.0,1
-105.025137461,39.725425967,10,1,7,DRY,DAY LIGHT,AGGRESSIVE DRIVING,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-105.001830828,39.6821761991,7,4,13,DRY,DAY LIGHT,DRIVER INEXPERIENCE,FAILED TO YIELD ROW,AT INTERSECTION,1.0,0.0,1
-104.97694004700001,39.691473572,8,4,20,DRY,DARK-LIGHTED,DRIVER INEXPERIENCE,CARELESS DRIVING,AT INTERSECTION,0.0,0.0,1
-104.966485621,39.784030156,8,5,20,DRY,DARK-LIGHTED,DUI/DWAI/DUID,EXCEED SAFE/POSTED SPEED,NON INTERSECTION,0.0,0.0,1
